ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,CAT_ORDER_CHANNEL,TYP_CUSTOMER_SEGMENT,REF_COUNTRY_CODE,REF_DISCOUNT_CODE,QTY_BACKORDER,RAT_DISCOUNT_APPLIED,TST_INSERTION,AUD_USR_INSERT,DES_ORDER_NOTE
ORD000693,2025-03-20,CUST8648,PART7658,X,,CARD,2025-07-14,B2B_PORTAL,CORPORATE,DEU,DEPRECATED,2,0.05,2025-01-13T16:14:31,npalmer,Situation particularly growth ability training. Send man prove drop increase.
ORD000694,2025-06-19,CUST1212,PART4312,12,8163.72,,2025-07-07,PHONE,B2C,,NEWCLIENT,N/A,0.15,2025-01-26T22:56:05,mcconnelljennifer,Account mean quality first turn plan. Service serious machine truth.
ORD000695,2024-08-04,CUST2152,PART4190,23,-100,,2025-07-27,B2B_PORTAL,VIP,FRA,NEWCLIENT,2,0.10,2024-09-02T21:23:36,rclark,Eat occur attorney how. Water up and long order. Career boy stop final contain.
ORD000696,INVALID_DATE,CUST1910,PART7036,0,2809.6,CRYPTO,2025-08-12,PHONE,,DEU,,2,,2024-09-28T10:27:02,baileydaniel,She professional after fact herself fall heart.
ORD000697,2025-01-23,CUST1572,PART8738,0,1473.54,,2025-08-13,,B2B,ESP,,,0.05,2024-10-03T14:10:57,sandersselena,Child by yourself issue stand shoulder national. Task hour wrong.
ORD000698,2024-08-04,CUST9504,PART9875,0,5702.52,,2025-07-26,PHONE,VIP,FRA,DEPRECATED,N/A,0.15,2025-03-05T17:25:14,balldonna,Stand forget see record. Future popular enough surface we.
ORD000699,2024-10-22,CUST6246,ERROR,null,4841.31,CARD,2025-06-27,STORE,B2B,,SPRING2025,2,0.10,2024-07-23T20:00:08,williamsshelby,Necessary system rise make avoid once glass.
ORD000700,2025-06-15,CUST8225,PART3562,null,4341.82,TRANSFER,2025-08-21,STORE,CORPORATE,FRA,,1,0.15,2024-06-28T20:05:06,lbest,Face answer focus cell detail beat policy. Mind painting upon something.
ORD000701,INVALID_DATE,CUST4797,PART2966,0,1683.25,CRYPTO,2025-07-25,,VIP,ITA,,0,0.00,2024-10-05T21:52:02,ashley93,
ORD000702,2024-09-19,CUST9128,PART1001,0,ERROR,CARD,2025-07-26,,,USA,NEWCLIENT,0,0.00,2025-01-16T00:43:01,uroth,Use water ever knowledge similar woman office involve.
ORD000703,2024-11-17,CUST7584,PART9008,0,3756.95,TRANSFER,2025-07-24,,VIP,ESP,NEWCLIENT,N/A,0.00,2025-01-15T19:59:44,frodgers,Great man area fact senior begin nature off.
ORD000704,2025-03-21,CUST4800,PART6328,X,-100,TRANSFER,2025-07-14,B2B_PORTAL,B2C,DEU,,2,0.00,2025-01-24T02:27:17,sheri31,
ORD000705,2024-08-04,CUST1531,PART9261,0,6917.26,CRYPTO,2025-08-12,B2B_PORTAL,CORPORATE,ESP,NEWCLIENT,1,0.15,2024-07-11T23:55:19,dhawkins,Entire she officer star knowledge share.
ORD000706,2024-09-27,CUST5526,PART3396,null,7212.83,CASH,2025-08-16,B2B_PORTAL,,FRA,,0,,2024-11-03T14:36:38,williamsbrian,Day agree task. Worry catch say. World go author create weight you.
ORD000707,INVALID_DATE,CUST2758,PART8800,0,,,2025-08-12,PHONE,B2B,FRA,,N/A,0.15,2024-12-24T02:18:57,wellsedward,
ORD000708,2024-07-20,CUST6209,PART8619,0,1732.2,,2025-07-30,,CORPORATE,ITA,SPRING2025,,0.15,2024-09-12T14:49:36,ododson,
ORD000709,2025-02-26,CUST7192,PART7961,-1,445.9,,2025-08-07,PHONE,VIP,DEU,DEPRECATED,2,0.10,2025-04-24T03:30:11,amanda79,Long prevent not education outside go. Around military suggest radio billion.
ORD000710,2025-02-11,CUST9579,PART8681,-1,5424.53,TRANSFER,2025-07-05,STORE,CORPORATE,,DEPRECATED,0,0.00,2025-03-28T09:53:49,katrinadavis,Rise from rise media art like usually plant. Will name do phone town wrong.
ORD000711,2025-06-13,CUST2789,PART9445,X,1896.61,CARD,2025-08-14,PHONE,CORPORATE,FRA,,,0.00,2025-05-18T00:36:02,priley,Happen tell reveal later. Population hospital begin direction oil now.
ORD000712,2025-05-29,CUST1217,PART8165,0,5230.26,CARD,,,B2B,DEU,,1,,2024-10-06T02:07:57,jtrevino,Organization mission moment these player focus leader determine.
ORD000713,2025-06-05,CUST3061,PART7748,6,5778.31,,2025-07-06,PHONE,B2C,ESP,NEWCLIENT,,0.15,2025-03-21T13:43:00,ibarton,Statement dream watch pay environment subject throughout.
ORD000714,2024-07-12,CUST9872,ERROR,0,7499.19,CRYPTO,2025-06-25,ONLINE,CORPORATE,DEU,NEWCLIENT,N/A,0.00,2025-03-18T23:08:20,daniel01,National fund important moment authority science town.
ORD000715,2024-11-07,CUST3869,PART9168,null,,CARD,,STORE,B2C,ESP,SPRING2025,5,0.00,2025-06-11T15:13:28,henryhenry,Hair reality hundred billion future glass. Character network miss party career.
ORD000716,2025-03-29,CUST2110,PART6339,X,1597.97,CARD,2025-06-25,B2B_PORTAL,VIP,DEU,DEPRECATED,2,,2024-12-13T07:03:45,michaelchandler,
ORD000717,2025-01-07,CUST1685,PART1182,25,8693.33,,2025-07-14,PHONE,CORPORATE,FRA,,2,0.05,2024-09-08T07:36:12,xhooper,News house machine rich dinner improve security.
ORD000718,2024-07-27,CUST6789,PART1905,-1,7247.9,CRYPTO,2025-07-08,,B2C,ESP,NEWCLIENT,,0.05,2025-03-27T01:41:17,wheelerchristopher,Play across today language building role. Beat they before whose.
ORD000719,2024-09-21,CUST1235,PART5789,-1,5250.29,CRYPTO,2025-08-22,PHONE,B2C,DEU,,0,0.10,2025-01-01T07:02:22,cgreen,It perform situation best take rule music. Leave after next watch improve help.
ORD000720,2025-03-11,CUST3720,PART6960,-1,5398.99,CARD,2025-07-30,PHONE,CORPORATE,ESP,,5,0.15,2024-09-17T12:47:13,wrighterica,
ORD000721,2024-10-20,CUST5631,PART8269,null,1385.18,CRYPTO,2025-07-26,PHONE,VIP,ESP,,,0.15,2025-03-04T02:54:15,tinawest,Window born war prove home themselves.
ORD000722,2024-09-19,CUST3972,PART7549,X,ERROR,,2025-07-11,PHONE,B2C,ESP,,5,0.00,2024-07-03T08:48:29,millershannon,Same economy how culture TV rule public. Big figure election decade carry like.
ORD000723,2024-12-11,CUST8347,PART1445,-1,6654.16,CARD,2025-07-19,,,ESP,,1,,2024-09-16T03:23:37,tracy35,Paper hour fund movie expert. Keep step spring clearly child where.
ORD000724,INVALID_DATE,CUST1595,PART1282,0,9936.35,,2025-08-04,PHONE,CORPORATE,DEU,SPRING2025,2,0.00,2025-03-27T05:46:54,williamsjoshua,Lawyer collection let machine ten same image. Experience little her him.
ORD000725,INVALID_DATE,CUST4739,PART4789,null,230.76,TRANSFER,2025-07-10,PHONE,VIP,ESP,NEWCLIENT,2,0.15,2025-02-17T00:24:03,troyjohnson,Major town action direction. Each provide table rock street moment crime.
ORD000726,2025-01-07,CUST3285,PART3417,-1,ERROR,CASH,2025-08-01,,B2C,FRA,,0,0.00,2025-05-26T08:03:20,cindyhoffman,
ORD000727,2024-06-26,CUST9884,PART3420,null,6370.2,CARD,2025-08-03,ONLINE,B2C,ITA,,N/A,0.00,2024-09-24T04:03:32,jjones,Lead mother live assume history such. Cup start method.
ORD000728,2024-07-11,CUST7860,PART3594,0,274.31,CRYPTO,2025-08-12,PHONE,B2C,FRA,,2,,2024-08-02T04:51:27,brian18,Word full low enter story fight traditional.
ORD000729,2025-06-09,CUST7376,PART7321,-1,8360.46,CRYPTO,2025-07-31,,,FRA,DEPRECATED,2,0.10,2025-03-10T08:30:13,sullivanallison,Rich knowledge choice campaign. Cultural really mention become.
ORD000730,2025-01-04,CUST1594,PART6448,13,8299.51,CRYPTO,,STORE,B2B,DEU,SPRING2025,0,0.05,2024-06-29T18:17:47,bgonzalez,Perhaps arm than century ahead. Cultural network rock public.
ORD000731,2025-01-24,CUST7344,PART2284,-1,9374.02,CARD,2025-07-06,PHONE,VIP,ESP,,2,0.15,2024-08-26T08:19:41,shannon60,Happen page participant guess already.
ORD000732,2024-07-08,CUST9578,PART7969,null,9251.01,,,PHONE,CORPORATE,FRA,DEPRECATED,0,0.00,2024-08-29T10:22:54,timothyjohnson,Individual take already last range another worry.
ORD000733,2025-03-14,CUST6245,PART2108,18,8516.37,CASH,2025-06-27,PHONE,,DEU,,,0.00,2024-12-06T09:13:41,msloan,Close computer tend power range activity. Save test possible management.
ORD000734,2024-12-16,CUST2163,PART6234,X,6975.19,TRANSFER,2025-08-04,STORE,B2B,ITA,SPRING2025,0,0.15,2025-04-28T14:40:15,jessica50,Charge production week people region capital.
ORD000735,2025-05-19,CUST6074,PART8246,-1,7369.15,TRANSFER,2025-07-18,,VIP,,,,0.00,2024-08-24T01:51:04,onorris,Case during indicate candidate out nearly environmental.
ORD000736,2024-12-24,,PART6172,0,,,2025-07-06,ONLINE,,ITA,,1,0.00,2025-05-24T13:49:50,walkerandrea,Magazine management break. Onto cost head indeed contain same worker.
ORD000737,2024-07-02,CUST8706,PART8542,null,5891.07,TRANSFER,2025-08-06,B2B_PORTAL,CORPORATE,USA,SPRING2025,5,0.00,2024-08-30T02:18:33,smathews,A establish against produce. Education trade high order just animal quickly.
ORD000738,2025-03-04,CUST9745,PART9290,null,5264.62,CRYPTO,2025-08-20,PHONE,B2B,,DEPRECATED,2,0.00,2024-08-28T01:31:22,deborah46,Join than as character. Approach south though campaign force billion pick.
ORD000739,2024-12-28,CUST5754,PART5983,X,6912.39,,,B2B_PORTAL,CORPORATE,,NEWCLIENT,5,0.05,2025-01-31T03:15:03,jeffrey54,Care doctor I none add. Since provide check.
ORD000740,2024-12-13,CUST4185,ERROR,0,2504.66,CRYPTO,,ONLINE,,ESP,,5,0.05,2025-05-11T07:44:31,vgonzalez,Important what resource early. Perform hard expect power by good board.
ORD000741,2024-10-06,,PART6167,2,9352.28,,2025-08-20,,B2B,FRA,,0,0.05,2024-12-04T11:00:16,charles43,Already marriage while.
ORD000742,2025-02-14,CUST4220,PART1036,null,9962.82,,2025-08-01,STORE,,FRA,,5,0.00,2024-06-30T07:46:02,gutierrezkeith,
ORD000743,2024-11-18,CUST3639,PART7420,13,7053.55,CARD,,ONLINE,CORPORATE,,,,0.05,2024-11-19T10:33:21,mcummings,
ORD000744,2024-09-17,CUST4350,PART8818,0,7772.89,,2025-06-30,ONLINE,CORPORATE,USA,NEWCLIENT,5,0.15,2024-11-13T05:26:45,sarah46,
ORD000745,INVALID_DATE,CUST8335,PART9545,-1,8692.82,CARD,2025-06-25,STORE,CORPORATE,DEU,SPRING2025,N/A,,2024-08-14T01:34:30,cindy30,
ORD000746,INVALID_DATE,CUST3955,PART7077,-1,8281.65,TRANSFER,,STORE,CORPORATE,,,0,0.05,2025-06-21T13:17:09,jacob66,Policy as generation. Experience rest commercial serve democratic.
ORD000747,INVALID_DATE,CUST7256,PART8429,null,7485.22,CASH,2025-07-21,ONLINE,VIP,DEU,,N/A,,2025-02-12T23:13:03,gutierrezchristopher,Couple under seat test mission out modern. Without drug by either situation.
ORD000748,INVALID_DATE,CUST3733,PART1393,X,7602.0,CASH,2025-07-15,PHONE,VIP,ITA,NEWCLIENT,5,0.00,2025-02-11T05:24:33,vcole,
ORD000749,2025-03-24,CUST8731,PART4111,-1,7603.99,,2025-08-09,STORE,B2C,ITA,DEPRECATED,0,0.10,2025-04-16T21:27:27,rebeccagriffin,Provide born push body center close. Create budget appear lot.
ORD000750,2025-06-03,CUST6061,PART7696,-1,2903.19,CRYPTO,2025-08-12,STORE,B2B,ESP,,N/A,0.00,2025-03-02T17:22:24,lebradley,Service doctor wide example usually brother.
ORD000751,2025-05-28,CUST6336,PART8347,null,-100,,2025-07-02,PHONE,B2B,,SPRING2025,5,0.00,2024-10-04T06:22:02,ocarter,Religious recent cause into seven deal.
ORD000752,2025-02-28,CUST4657,PART3105,null,3853.29,CRYPTO,2025-07-28,PHONE,VIP,DEU,NEWCLIENT,,0.00,2025-02-01T18:58:07,ryan16,Police although start resource. Figure kind budget machine hair lay.
ORD000753,2024-07-12,CUST2727,PART6203,-1,1557.74,TRANSFER,,,CORPORATE,ITA,NEWCLIENT,2,0.00,2025-01-23T00:41:45,penaeric,Left paper each foreign worker report. Seven fly have on table author hospital.
ORD000754,2025-05-12,CUST8698,PART4970,-1,8771.47,CRYPTO,2025-07-27,PHONE,B2C,ESP,,0,,2025-03-04T17:48:05,craigmcpherson,Offer several common. Determine Mr professional plant list. Cause close none.
ORD000755,2024-08-05,CUST1925,PART1460,0,2828.21,TRANSFER,2025-08-15,STORE,VIP,,DEPRECATED,1,0.00,2025-04-29T14:06:02,awhitney,Visit indeed red put. Care skill return president. Art thousand if participant.
ORD000756,2025-04-01,CUST8357,PART4000,-1,2586.58,TRANSFER,2025-07-25,STORE,VIP,FRA,SPRING2025,2,0.15,2025-05-20T23:52:16,pwilliams,Your growth food or. Wish poor onto relate. Society sister tax thus.
ORD000757,2024-10-21,CUST8410,PART9531,0,9826.29,TRANSFER,2025-08-20,B2B_PORTAL,B2C,USA,NEWCLIENT,0,,2024-08-21T21:56:16,johnsonmaria,Sea challenge of Democrat less. Choose hold return senior approach wrong.
ORD000758,2024-08-04,CUST3237,PART4676,X,6881.72,CRYPTO,2025-07-09,B2B_PORTAL,B2B,ITA,DEPRECATED,1,0.05,2024-11-26T22:09:24,james71,Candidate last nearly another.
ORD000759,2024-09-27,CUST3208,PART3549,12,2121.09,CARD,2025-08-20,ONLINE,CORPORATE,ITA,DEPRECATED,,0.10,2024-07-18T05:26:10,pmartinez,Detail challenge issue military yes. Well still western environmental.
ORD000760,2025-03-03,CUST4730,PART3795,-1,ERROR,CRYPTO,2025-07-08,,VIP,USA,,2,,2024-11-21T02:49:24,holly54,
ORD000761,2024-10-03,CUST3557,PART4648,20,8827.45,,2025-07-20,,B2C,,DEPRECATED,,0.00,2025-03-24T15:30:22,jessicaperez,Ahead movement form people society someone.
ORD000762,2025-04-09,CUST8273,PART8855,-1,9160.84,CASH,2025-07-15,PHONE,B2B,ITA,SPRING2025,1,0.00,2024-10-07T18:48:32,kfowler,Remain four child current.
ORD000763,2024-10-03,CUST8173,PART7981,-1,5938.63,TRANSFER,,,,USA,DEPRECATED,5,0.15,2024-11-14T18:25:45,michaelrogers,Beautiful bar sign cold rich. Seat security hair true describe try talk.
ORD000764,2024-12-11,CUST6857,PART1579,17,6064.16,CASH,2025-07-07,PHONE,B2B,USA,SPRING2025,,0.15,2024-08-19T14:34:20,haneykathryn,Step white outside small. What two argue less throughout Mr.
ORD000765,2025-06-08,CUST4042,PART9670,null,770.62,CRYPTO,2025-08-07,STORE,CORPORATE,,DEPRECATED,2,0.15,2024-08-25T18:21:52,luke02,Rest ever listen more write. Work drive across.
ORD000766,2025-01-24,CUST1211,PART4534,X,6590.66,CARD,2025-08-16,ONLINE,VIP,USA,SPRING2025,2,,2024-11-06T08:31:40,hallmolly,Sound matter food. Maybe result local various.
ORD000767,2025-05-14,CUST1212,PART5273,7,5201.67,TRANSFER,2025-07-08,STORE,CORPORATE,ITA,,,,2024-08-04T02:42:48,waltonjackson,Capital run draw wall thought draw the.
ORD000768,2024-11-27,CUST9008,PART9222,16,1435.1,CASH,2025-07-06,B2B_PORTAL,VIP,,,2,0.15,2025-03-05T05:15:39,anthony39,Child ago choice. The test report PM where him reach safe.
ORD000769,2025-02-04,CUST2814,PART7964,null,9744.35,CASH,2025-06-29,PHONE,B2B,DEU,NEWCLIENT,,0.00,2024-09-25T10:33:45,gmcgee,
ORD000770,2025-04-09,CUST3781,PART9452,X,7314.55,,,,,FRA,NEWCLIENT,1,0.00,2024-08-29T06:57:46,philipwalls,Camera service professor kitchen. Name heavy rich cost rather experience type.
ORD000771,2025-01-21,CUST8735,PART7936,0,-100,,2025-06-29,PHONE,B2B,ITA,DEPRECATED,5,0.00,2025-06-19T19:09:42,clarkchristopher,
ORD000772,2024-11-17,CUST3866,PART4259,null,5083.51,CASH,,PHONE,CORPORATE,,SPRING2025,5,0.10,2024-12-26T05:17:33,wnelson,
ORD000773,2025-04-25,CUST6596,PART7972,X,7956.17,,,B2B_PORTAL,CORPORATE,USA,DEPRECATED,N/A,,2024-11-28T20:51:01,john19,Series his six wind. Door knowledge office. Within daughter order feel.
ORD000774,2024-12-24,CUST8624,PART7779,-1,ERROR,TRANSFER,2025-07-16,STORE,VIP,ITA,NEWCLIENT,0,0.10,2024-11-05T06:12:56,susanfreeman,
ORD000775,2025-01-15,CUST7633,PART7538,X,6519.92,,2025-07-28,ONLINE,CORPORATE,,DEPRECATED,N/A,0.00,2025-03-15T04:19:57,ssellers,Defense do dog cultural. Computer entire cold environment decision.
ORD000776,2024-08-29,CUST7786,PART7084,-1,3622.45,,2025-07-02,STORE,B2B,FRA,DEPRECATED,5,0.00,2025-02-01T22:48:04,brandonhardy,Well sing every west idea lose. Best tree board tell man region environmental.
ORD000777,2025-04-15,CUST5239,PART6732,X,6524.04,,2025-07-25,PHONE,CORPORATE,ESP,SPRING2025,,0.15,2024-12-12T16:12:29,xlopez,Executive much we letter tough create book. Ago nice trouble music put.
ORD000778,2024-08-18,CUST2552,PART8354,0,4169.51,CRYPTO,2025-07-15,STORE,VIP,ESP,NEWCLIENT,,0.05,2024-12-06T17:00:35,john68,Chair idea dinner edge talk. Dinner class owner next improve system.
ORD000779,2024-07-01,CUST6065,PART6359,0,6276.87,,2025-07-19,,VIP,DEU,DEPRECATED,1,0.05,2025-03-09T18:41:32,julievargas,Manager thing along experience. Happy maybe could consider out go none.
ORD000780,2025-01-24,CUST8415,PART1049,null,3852.0,CRYPTO,2025-07-03,PHONE,VIP,FRA,,1,,2025-05-04T08:51:55,wandasingh,Glass artist employee anyone rock world probably worker.
ORD000781,2024-07-22,CUST3911,PART8240,1,1427.94,CRYPTO,2025-07-07,PHONE,VIP,ESP,DEPRECATED,5,0.05,2024-12-26T11:35:48,wilsonanthony,Your work trouble figure. Administration some phone energy.
ORD000782,2024-09-18,CUST5922,PART3143,-1,5484.97,,,,B2C,ITA,SPRING2025,,0.05,2025-02-17T14:56:23,ejackson,Race media any white four black. Least cut technology floor.
ORD000783,2024-12-16,CUST5868,PART1195,null,5837.07,CARD,,B2B_PORTAL,B2B,,DEPRECATED,N/A,0.10,2024-06-26T18:34:08,christopher41,Until office rate important. Least himself investment clearly yourself.
ORD000784,2025-03-02,CUST9490,PART3930,0,47.16,,2025-07-23,,VIP,ITA,,0,0.00,2025-05-23T05:52:59,stephaniedonaldson,Call relationship throughout huge no fear former. Usually crime next.
ORD000785,2025-02-11,CUST6294,PART9735,null,5498.04,,2025-08-01,,,FRA,,2,,2024-06-27T03:33:39,amanda83,Send fall political itself situation herself. Might throw allow soon.
ORD000786,2024-09-07,CUST7869,PART9227,4,7641.27,,2025-07-14,STORE,,USA,NEWCLIENT,5,0.15,2024-08-29T00:38:37,maxwell03,Before live eye low. Long fight popular candidate bring identify.
ORD000787,INVALID_DATE,CUST1795,PART1422,X,7632.5,,2025-07-29,,,USA,SPRING2025,,0.10,2025-04-11T22:57:18,smithscott,
ORD000788,2025-03-06,CUST9529,PART6245,0,945.32,CARD,2025-08-12,ONLINE,B2B,ITA,NEWCLIENT,N/A,0.05,2024-10-21T02:50:45,pcollins,Resource company particularly major fly late generation.
ORD000789,2025-01-25,CUST2707,PART9660,0,4620.35,,2025-07-18,,,ITA,SPRING2025,N/A,,2024-08-14T23:51:27,sharinicholson,Lawyer air speak bed everybody food radio. Structure option continue.
ORD000790,2024-08-10,CUST2687,PART4460,X,7453.3,CRYPTO,2025-08-21,ONLINE,CORPORATE,DEU,DEPRECATED,2,0.10,2024-08-16T06:48:04,tonipatton,
ORD000791,2024-11-17,CUST6155,PART9255,3,2067.64,TRANSFER,2025-08-19,STORE,VIP,,,,,2025-06-08T01:09:32,benjamin33,Because five feeling fly. Large woman operation majority put nor indeed.
ORD000792,2025-03-19,CUST8804,PART6894,X,2467.91,,2025-06-28,PHONE,,ITA,,0,0.15,2024-10-17T09:39:33,carol45,Measure interesting able sit letter participant source top.
ORD000793,2024-10-26,CUST4804,PART3440,-1,5128.29,,,ONLINE,VIP,,,5,0.00,2025-06-01T20:20:11,harrellpatricia,
ORD000794,2024-12-29,CUST6641,PART1348,20,3357.26,CARD,2025-07-18,,VIP,ITA,SPRING2025,0,0.15,2025-05-19T07:44:05,zwright,Way blue chair east half herself wrong. Time short character arm go.
ORD000795,2024-09-05,CUST8535,PART2870,-1,5070.96,TRANSFER,2025-08-11,STORE,B2B,DEU,DEPRECATED,,0.15,2025-05-16T22:49:45,jeffreyowens,Represent so Democrat watch. Pull look oil.
ORD000796,2024-09-14,CUST7888,ERROR,null,7705.74,CARD,,STORE,CORPORATE,DEU,,N/A,0.05,2025-04-24T08:42:17,qwerner,Money sometimes ever attention the teach commercial. Assume player reality ago.
ORD000797,2024-06-26,CUST1607,PART7059,12,8331.65,TRANSFER,2025-07-27,,VIP,USA,DEPRECATED,1,0.00,2025-05-02T19:23:10,wilsonmichelle,Law serious gas find. Ability lay bring field put.
ORD000798,2024-11-07,CUST1987,PART8649,X,ERROR,,2025-07-19,B2B_PORTAL,B2B,ITA,NEWCLIENT,5,0.00,2025-04-19T20:11:47,john57,Cover before office grow major. Like reduce population skill him suddenly.
ORD000799,2024-10-27,CUST9717,PART5963,X,1763.06,CARD,2025-07-01,STORE,B2B,USA,,5,0.15,2024-08-21T07:38:58,joshua31,Week traditional technology cell campaign sing.
ORD000800,INVALID_DATE,,PART2915,null,7148.29,CASH,,,B2C,ESP,DEPRECATED,0,0.00,2025-02-25T10:59:01,angeladavis,Matter car start race language record.
ORD000801,2024-12-25,CUST4314,PART1225,24,4973.2,CRYPTO,2025-07-28,STORE,,ESP,DEPRECATED,0,0.05,2024-10-15T13:57:17,williammartin,Production talk establish fly drop. Option serve check contain sister.
ORD000802,2024-08-06,CUST4432,PART2947,null,8644.05,CASH,2025-08-02,ONLINE,VIP,ITA,NEWCLIENT,0,0.10,2024-11-08T09:43:42,petersashley,President course buy try. Strategy song take dark step might message.
ORD000803,2025-01-24,CUST4659,PART2877,-1,2260.2,TRANSFER,2025-07-27,,CORPORATE,ESP,SPRING2025,1,0.10,2024-11-30T03:35:50,amandabyrd,
ORD000804,2025-05-27,CUST6302,PART7008,-1,7159.72,,2025-07-20,PHONE,B2C,ESP,,N/A,0.10,2024-08-21T23:38:48,gjefferson,
ORD000805,2024-11-30,CUST3907,PART8155,null,-100,CRYPTO,,STORE,VIP,USA,SPRING2025,1,,2024-07-18T03:30:41,melaniebridges,Both less can mission stage suggest determine wrong. Chair question these.
ORD000806,2024-12-01,CUST6243,PART5661,X,,TRANSFER,2025-06-26,B2B_PORTAL,VIP,FRA,,2,0.15,2025-03-26T13:05:11,jeffrey24,Song real medical later bring no shake run. Which seem drive security could.
ORD000807,2025-05-31,CUST8017,ERROR,null,8922.36,TRANSFER,,PHONE,VIP,ITA,DEPRECATED,0,0.10,2024-11-21T02:05:18,williamgreene,Our baby look trouble beautiful group light military.
ORD000808,2024-10-20,CUST5902,PART6837,X,495.65,CARD,2025-08-09,PHONE,CORPORATE,FRA,NEWCLIENT,N/A,0.10,2024-06-25T00:25:58,andersonricky,
ORD000809,2024-09-24,CUST6637,PART1678,X,4705.97,CASH,2025-07-12,PHONE,CORPORATE,ESP,,1,0.00,2025-02-18T13:20:12,martinezlauren,Fund investment give key wife cultural contain.
ORD000810,2025-02-14,CUST4949,PART6109,-1,3314.95,,2025-07-18,PHONE,VIP,,NEWCLIENT,0,0.05,2025-05-17T05:20:08,travismolly,Resource magazine officer place environmental adult.
ORD000811,2025-05-13,CUST9855,PART5929,0,5141.0,CRYPTO,,ONLINE,,FRA,SPRING2025,,0.10,2024-07-13T18:03:37,sheryl00,Interesting specific that activity common. Career today rock region design.
ORD000812,2025-06-16,CUST5001,PART3257,null,1790.88,CARD,2025-06-27,ONLINE,B2B,,,2,0.05,2024-09-06T09:36:34,anthony68,Stuff green around practice player response rather. Your fast let prevent.
ORD000813,INVALID_DATE,CUST6891,PART8824,0,5574.93,,2025-06-28,B2B_PORTAL,,DEU,SPRING2025,2,0.00,2025-04-15T14:22:02,robinsonjanet,Discover Mr summer raise song news heavy require.
ORD000814,2024-11-07,CUST6259,ERROR,X,685.56,CASH,2025-07-16,ONLINE,B2C,DEU,DEPRECATED,,,2024-08-05T10:27:25,brownrichard,
ORD000815,2025-04-24,CUST6554,PART1608,-1,7476.45,CRYPTO,2025-07-22,,B2C,ESP,DEPRECATED,N/A,0.05,2025-02-24T20:29:22,william52,Image media family. Mention do suddenly small front pull suggest time.
ORD000816,2024-12-19,CUST6525,PART7298,0,1686.75,,2025-07-13,B2B_PORTAL,,ESP,,5,0.10,2024-12-25T06:53:33,andreelliott,
ORD000817,2024-10-05,CUST9691,PART6042,null,-100,CARD,2025-07-04,ONLINE,CORPORATE,ESP,DEPRECATED,,0.10,2024-12-17T23:07:52,sullivanpatrick,Plant record stage first large. Develop rate federal threat democratic leg.
ORD000818,2024-08-21,CUST3186,PART6440,0,1075.27,CASH,2025-07-18,,CORPORATE,DEU,,0,,2024-11-22T03:42:38,maria82,Better defense go wonder standard. Space there marriage store reality travel.
ORD000819,2025-06-08,CUST9772,PART6706,X,3883.17,CASH,2025-07-31,B2B_PORTAL,,ITA,,2,0.00,2024-11-17T00:08:31,kellygarner,Send push another end result. Democrat realize poor station try the card.
ORD000820,2025-05-15,CUST4318,PART9293,X,4424.7,,2025-07-30,,B2B,ESP,DEPRECATED,5,0.10,2025-03-19T18:43:14,xmartinez,
ORD000821,2025-05-04,CUST5412,PART4690,-1,2195.91,,2025-06-25,STORE,CORPORATE,,,1,0.15,2025-03-23T11:58:15,ugilbert,Different change program water local plant record once.
ORD000822,2025-01-22,CUST3381,PART7451,5,ERROR,,,,B2C,FRA,DEPRECATED,N/A,0.10,2025-05-13T08:54:55,ewheeler,Maybe hour process agree turn food. Second feeling this.
ORD000823,2024-10-18,CUST7185,PART4564,null,ERROR,CASH,2025-07-04,STORE,VIP,DEU,,2,,2025-03-27T00:28:45,robinsonjohn,Necessary west want maintain news paper someone order.
ORD000824,2024-10-14,CUST9607,PART8982,7,1160.31,CARD,2025-08-04,B2B_PORTAL,B2B,DEU,SPRING2025,,0.10,2024-12-18T12:36:19,denisecarter,Every sure coach dream man. Owner forget expect focus.
ORD000825,2024-08-03,CUST7384,PART3699,X,199.6,,,B2B_PORTAL,,,SPRING2025,2,0.00,2024-10-05T02:02:47,amy24,Ready Congress strategy team. Make up evidence.
ORD000826,2025-05-19,CUST9376,PART6328,12,2468.02,,2025-08-15,STORE,,FRA,,1,0.05,2025-06-16T22:59:07,hharris,Be consumer me nature. Line rock commercial argue health truth word suggest.
ORD000827,2025-02-15,CUST7190,PART2593,0,,,2025-08-14,B2B_PORTAL,VIP,USA,NEWCLIENT,,0.10,2025-04-22T12:25:21,ttaylor,Culture quickly poor interest no any improve.
ORD000828,2025-01-30,CUST8580,PART9584,X,5527.74,TRANSFER,2025-07-12,STORE,B2B,,,2,0.05,2025-04-14T16:27:31,wernermark,Someone show use girl participant themselves. Foot will theory song.
ORD000829,2024-09-25,CUST5111,PART4861,-1,5344.86,TRANSFER,2025-07-26,PHONE,,DEU,,N/A,0.10,2024-10-09T16:22:00,ebrooks,Light entire their kitchen six too wait. Happen radio experience.
ORD000830,2024-08-08,CUST3946,PART5862,null,1692.99,CASH,2025-06-30,,CORPORATE,DEU,NEWCLIENT,N/A,0.05,2025-01-31T02:14:20,brittanywood,Direction light military significant.
